-0.067581,-0.005729,-0.003391,-0.078917,0.051224,-0.016045,0.086995,0.055790,0.196797,0.004062,-0.106498,-0.134849,-0.071261,-0.239320,-0.254992,-0.153864,-0.109816,-0.158357,0.003144,-0.089198,-0.032420,-0.119799,-0.226952,-0.120535,-0.004430,-0.064287,0.008662,0.117307,0.037567,-0.207977,-0.407385,-0.200674,0.099633,0.372514,0.471647,0.469609,0.333909,0.280797,0.177631,-0.040094,-0.275914,0.006235,0.046500,0.272514,0.095064,-0.030213,-0.031425,0.128410,-0.068798,0.145163,0.071028,-0.152927,-0.109328,0.145004,-0.047401,0.217394,0.289199,0.010319,0.029164,-0.076379
0.118997,0.059423,0.132943,0.035682,0.109302,0.413141,0.253932,0.470344,0.230560,0.112886,0.362664,0.593463,0.602555,0.498228,0.427524,0.575935,0.605136,0.452033,0.313053,0.234111,-0.092601,-0.223980,-0.266266,-0.288141,-0.359041,-0.418401,-0.394007,-0.429522,-0.202693,-0.402821,-0.136976,-0.162144,-0.229780,-0.179261,-0.267946,0.033621,0.021532,-0.243275,-0.149483,-0.124408,-0.141114,-0.268612,-0.137646,-0.066059,-0.192113,-0.192445,-0.125775,-0.051584,-0.055673,-0.173625,-0.035545,-0.071615,-0.046991,-0.179557,0.002486,0.278932,0.175563,-0.069772,-0.075519,-0.048665
-0.021858,0.084713,0.217043,0.129357,0.056296,0.331711,0.328337,0.534291,0.565374,0.587932,0.563288,0.667906,0.404627,0.242788,0.328718,0.320185,0.269316,0.314578,0.408256,0.319835,0.198503,0.050532,-0.230661,-0.315392,-0.145823,-0.505085,-0.205016,0.163932,-0.039036,0.288135,0.377901,0.073534,-0.242591,-0.140258,0.031327,-0.081197,0.270931,0.349322,0.223171,0.175047,0.203182,-0.023923,-0.043504,0.010468,0.019715,-0.196148,0.022360,-0.050985,-0.196511,-0.119079,-0.127179,0.139512,0.153009,-0.042131,0.197497,0.414830,0.675563,0.193386,0.042938,0.029857
-0.141327,-0.091455,0.060669,-0.079392,-0.138733,-0.182129,-0.032323,-0.015874,-0.175038,-0.117059,-0.209716,-0.074767,-0.366929,-0.072670,-0.147759,-0.168315,-0.359220,-0.232954,-0.103946,-0.177383,-0.353036,-0.260991,-0.096826,-0.192659,-0.370311,-0.183353,-0.185476,-0.454944,-0.439401,-0.239723,0.132452,0.331341,0.204537,-0.056739,0.002791,-0.084322,0.193520,0.563318,0.695657,0.659579,0.373883,0.271437,0.096286,0.136724,0.330207,0.280813,0.259049,0.198191,0.081631,0.108800,0.079993,-0.018833,-0.184653,0.118688,-0.017923,-0.023632,-0.080119,-0.081214,-0.108577,0.119926
0.346874,0.120718,0.014020,-0.034456,-0.041092,-0.106612,-0.002291,0.246750,0.264175,0.339827,0.254058,0.212454,0.219224,0.120585,0.133011,0.156843,0.325994,0.173488,-0.317285,-0.106428,-0.204743,-0.199443,-0.078388,-0.136005,-0.368159,-0.519183,-0.002789,0.314920,0.085355,-0.115615,0.006348,0.120040,-0.135587,-0.323406,-0.201975,0.033521,0.105613,-0.018672,-0.045329,-0.074299,-0.105793,-0.041384,-0.079971,-0.167450,-0.182019,-0.147876,-0.157104,-0.248350,-0.146032,-0.191807,-0.004669,-0.147221,-0.137900,-0.012891,0.038767,-0.172350,-0.017619,-0.072060,0.075996,0.066808
-0.004159,0.029419,-0.052997,-0.086763,-0.093336,-0.014970,-0.004455,0.106948,0.048122,0.136767,0.089022,0.256124,0.519641,0.539581,0.681912,0.631298,0.554157,0.467721,0.229948,-0.054416,-0.423335,-0.230830,-0.061434,-0.394892,-0.482709,-0.134009,-0.171504,-0.328349,-0.305371,-0.079075,0.058337,0.043540,-0.091693,-0.194418,-0.257616,-0.100048,0.018471,0.079175,0.083914,0.020036,-0.021485,-0.016231,-0.225322,-0.116304,-0.110936,-0.070942,-0.108933,-0.125858,-0.128868,-0.149382,-0.056462,-0.127250,-0.241796,-0.208797,-0.181188,0.017394,-0.060233,-0.120115,-0.078274,-0.007095
0.018702,0.245021,0.289973,0.206628,0.233826,0.178527,-0.131620,0.011689,0.044865,0.204549,-0.081402,-0.270254,-0.319570,0.081089,0.222388,0.168444,0.102597,-0.027136,-0.318127,-0.149558,0.172049,0.357044,0.309447,-0.119613,-0.152278,-0.019018,-0.137467,-0.155541,-0.430574,-0.389931,0.083514,0.217097,-0.126766,-0.228864,-0.097853,0.132513,0.274976,0.092173,0.234135,0.329078,0.246031,-0.049564,-0.065747,-0.050470,-0.095013,-0.138414,-0.018205,0.039760,-0.006203,-0.054837,0.034176,0.095290,0.365997,0.063133,-0.051936,0.143035,0.039199,0.145331,-0.119596,0.087593
0.167670,0.070139,0.132614,-0.052288,0.102961,-0.033244,-0.051533,-0.162071,-0.046650,0.108024,0.062650,0.085549,-0.010948,0.086142,0.243152,0.060160,-0.159862,-0.345370,0.171248,0.403632,0.183537,-0.091069,0.035949,0.250738,0.087988,0.134523,0.194396,-0.087406,-0.350420,-0.501361,-0.406186,-0.423096,-0.334159,-0.002791,-0.026564,-0.282104,-0.188396,0.055467,0.108582,-0.061663,-0.201681,-0.071665,-0.075833,-0.090666,0.024691,0.103358,-0.018024,-0.197736,-0.118268,-0.031807,-0.108254,-0.075894,0.033529,-0.188329,0.063710,0.037907,0.019313,-0.074349,-0.086538,-0.027880
-0.050619,-0.004014,0.015006,-0.015198,-0.026636,-0.122199,-0.125667,-0.275632,-0.162303,-0.085170,-0.170726,-0.124298,0.158334,0.065208,-0.149364,-0.269577,-0.394864,-0.075551,0.247516,0.459603,0.391168,0.270652,0.025670,-0.250030,-0.346336,0.040460,0.272030,0.042482,-0.158760,-0.449055,-0.222099,-0.033072,-0.105240,-0.077089,-0.052952,-0.167588,-0.128479,-0.069728,-0.166350,-0.034866,-0.038740,-0.127342,-0.044539,-0.134212,-0.140364,-0.045984,0.042461,0.074801,0.130092,0.284557,-0.099290,0.015404,0.054308,0.104068,-0.079147,-0.085170,-0.037505,0.030914,-0.056235,-0.099474
-0.094129,-0.090598,-0.030001,-0.111489,-0.143298,-0.100699,-0.043687,-0.143548,-0.121136,-0.261918,-0.221059,-0.211930,-0.211178,-0.214054,-0.301336,-0.269882,-0.138207,-0.133941,-0.190418,-0.138856,-0.002382,0.144080,0.289631,0.306573,0.251308,0.060176,0.133150,0.202425,0.090124,0.115769,0.085476,0.061177,-0.112485,-0.394948,-0.376569,-0.276258,-0.223493,-0.210624,-0.270082,-0.289768,-0.263175,-0.166292,-0.112300,-0.097494,-0.227512,-0.125934,-0.064746,-0.120168,-0.215693,-0.007564,-0.042517,-0.063056,0.301061,0.203483,-0.020190,-0.036452,-0.131255,-0.101809,-0.064500,-0.057903
-0.186312,-0.137748,-0.094061,-0.048246,-0.112103,-0.204704,-0.222258,-0.237264,-0.215760,-0.233175,-0.264870,-0.220723,-0.188434,-0.182704,-0.258202,-0.292883,-0.309070,-0.321474,-0.402390,-0.484425,-0.447260,-0.258435,-0.221230,-0.104451,-0.010270,0.052576,0.066441,0.166196,0.334746,0.363452,0.267820,0.316625,0.376436,0.214379,0.112027,0.065577,0.033778,0.091965,0.123235,0.069383,-0.106603,-0.277403,-0.216270,-0.112310,-0.062457,-0.125660,-0.148955,-0.113879,-0.147041,-0.159079,-0.098294,-0.102998,0.033529,-0.167862,-0.083682,0.027650,-0.102846,-0.175035,-0.072764,-0.067141
-0.124365,-0.032304,-0.088476,-0.053714,-0.099930,-0.253615,-0.280159,-0.169568,-0.097442,-0.178406,-0.256930,-0.242557,-0.101778,-0.042145,-0.133616,-0.178391,-0.279435,-0.173941,0.081621,0.224479,0.185645,0.232313,-0.122682,-0.314880,-0.080045,0.140581,0.312895,0.178341,-0.012149,-0.129784,-0.120409,-0.203820,-0.142308,-0.147465,-0.119537,-0.115975,0.038917,0.122640,0.071896,-0.064277,-0.128607,-0.174473,-0.252091,-0.232382,-0.153301,-0.102210,-0.063841,-0.140533,-0.194492,0.015466,0.027204,-0.001715,0.410152,0.335062,-0.042866,0.091753,-0.148301,0.028626,-0.193976,-0.048665
-0.156814,-0.127889,-0.125927,-0.068693,-0.103481,-0.134292,-0.186544,-0.085996,-0.114176,-0.120491,-0.179091,-0.188630,-0.123658,0.043036,0.002506,-0.108067,-0.022467,0.198319,0.233840,0.325614,0.377677,0.368495,0.318984,0.134152,0.008070,-0.205162,-0.413021,-0.628679,-0.243683,-0.369157,-0.342208,-0.354460,-0.257818,-0.178202,-0.146948,-0.020108,-0.027998,-0.187956,-0.239194,-0.220378,-0.214189,-0.237354,-0.138939,-0.170285,-0.184009,-0.129363,-0.004080,-0.066559,-0.185406,0.074860,0.013259,0.059626,0.051711,-0.062598,0.011556,-0.162093,-0.054551,-0.049177,-0.056235,-0.076379
