0.087333,0.032386,0.199631,0.034283,-0.281585,-0.086712,-0.008894,-0.000419,0.335967,0.338919,-0.357213,-0.289056,0.106526,-0.137507,-0.010132,-0.000994,0.337758,0.401207,-0.295939,-0.449156,0.184476,-0.002877,-0.006147,-0.001046,0.166525,0.422558,-0.383354,-0.604581,-0.179228,0.291231,-0.001569,-0.001308,0.330473,0.333786,-0.389877,-0.646727,-0.075007,0.291955,-0.003924,0.162144,0.346456,-0.449205,-0.432595,0.270321,0.093104,-0.003313,-0.001779,-0.051252,0.383191,-0.055356,0.327197,-0.017705,-0.233995,-0.012359,-0.000262,-0.028302,0.009008,0.128564,-0.278822,-0.356281,-0.131605,-0.012637
-0.037667,0.282386,0.262131,-0.340717,-0.344085,-0.086712,-0.008894,-0.000419,0.335967,0.338919,-0.232213,0.335944,-0.205974,-0.137507,-0.010132,-0.000994,0.525258,0.401207,-0.420939,-0.074156,0.371976,0.059623,-0.006147,-0.001046,0.604025,0.172558,-0.570854,-0.604581,0.195772,0.541231,-0.001569,-0.001308,0.663807,0.271286,-0.577377,-0.646727,-0.075007,0.649098,-0.003924,0.349644,0.533956,-0.386705,-0.495095,0.270321,0.468104,-0.003313,-0.001779,-0.051252,0.508191,-0.117856,0.014697,0.357295,-0.046495,-0.012359,-0.000262,-0.028302,0.259008,0.253564,0.221178,-0.231281,-0.131605,-0.012637
-0.037667,0.157386,0.199631,0.284283,0.468415,-0.086712,-0.008894,-0.000419,-0.064033,0.026419,-0.169713,0.023444,0.481526,-0.075007,-0.010132,-0.000994,-0.162242,-0.598793,-0.420939,-0.011656,0.371976,-0.127877,-0.006147,-0.001046,-0.145975,-0.389942,-0.320854,0.270419,0.258272,-0.021269,-0.001569,-0.001308,-0.069527,0.521286,0.422623,0.353273,0.424993,0.506240,-0.003924,0.037144,0.346456,0.550795,0.129905,-0.542179,-0.219396,-0.003313,-0.001779,-0.051252,-0.366809,0.382144,-0.360303,-0.580205,-0.233995,-0.012359,-0.000262,-0.028302,0.196508,0.128564,-0.716322,-0.418781,-0.131605,-0.012637
-0.037667,-0.342614,-0.550369,-0.028217,0.655915,-0.086712,-0.008894,-0.000419,-0.130700,-0.348581,0.267787,0.023444,0.294026,0.299993,-0.010132,-0.000994,0.025258,0.338707,0.079061,-0.386656,0.434476,0.247123,-0.006147,-0.001046,0.541525,0.422558,0.429146,0.395419,0.508272,0.478731,-0.001569,-0.001308,-0.069527,-0.228714,-0.327377,0.165773,0.049993,-0.065188,-0.003924,-0.087856,-0.403544,-0.449205,0.442405,-0.292179,-0.219396,-0.003313,-0.001779,-0.051252,-0.491809,-0.430356,0.389697,-0.580205,-0.233995,-0.012359,-0.000262,-0.028302,-0.365992,-0.683936,0.221178,-0.293781,-0.131605,-0.012637
-0.037667,-0.030114,0.137131,-0.465717,-0.344085,-0.086712,-0.008894,-0.000419,-0.130700,0.151419,-0.232213,-0.664056,-0.518474,-0.137507,-0.010132,-0.000994,0.025258,0.276207,-0.170939,-0.449156,-0.503024,-0.127877,-0.006147,-0.001046,0.229025,0.422558,0.304146,-0.042081,-0.366728,-0.146269,-0.001569,-0.001308,0.130473,0.521286,-0.389877,-0.396727,0.112493,-0.065188,-0.003924,-0.087856,0.471456,-0.261705,-0.495095,-0.292179,0.468104,-0.003313,-0.001779,-0.051252,0.133191,-0.117856,-0.360303,0.107295,0.516005,-0.012359,-0.000262,-0.028302,-0.115992,0.003564,0.158678,0.018719,-0.131605,-0.012637
-0.037667,0.344886,0.262131,-0.090717,-0.281585,-0.086712,-0.008894,-0.000419,0.135967,0.338919,-0.107213,0.273444,-0.018474,-0.137507,-0.010132,-0.000994,0.087758,0.401207,-0.233439,0.238344,0.309476,-0.127877,-0.006147,-0.001046,-0.083475,0.297558,-0.195854,-0.042081,0.383272,-0.146269,-0.001569,-0.001308,-0.136193,-0.478714,-0.577377,0.103273,0.049993,-0.208045,-0.003924,-0.087856,-0.403544,-0.074205,0.504905,-0.167179,-0.219396,-0.003313,-0.001779,-0.051252,-0.179309,0.319644,0.327197,-0.080205,0.266005,0.237641,-0.000262,-0.028302,0.259008,0.253564,0.283678,0.581219,0.868395,0.362363
-0.037667,-0.280114,-0.050369,0.096783,0.343415,0.350788,-0.008894,-0.000419,-0.130700,-0.098581,0.142787,-0.289056,-0.268474,0.049993,-0.010132,-0.000994,-0.162242,0.401207,0.329061,0.550844,0.434476,-0.002877,-0.006147,-0.001046,0.166525,0.422558,0.054146,-0.354581,0.258272,0.228731,-0.001569,-0.001308,-0.069527,-0.416214,-0.577377,-0.646727,0.049993,0.077669,-0.003924,-0.087856,-0.403544,-0.449205,-0.182595,0.082821,-0.219396,-0.003313,-0.001779,-0.051252,-0.491809,-0.117856,0.327197,-0.392705,-0.233995,-0.012359,-0.000262,-0.028302,-0.303492,0.066064,-0.403822,-0.418781,-0.131605,-0.012637
-0.037667,0.157386,-0.112869,-0.215717,0.093415,0.038288,-0.008894,-0.000419,-0.064033,0.276419,0.142787,0.085944,0.231526,0.112493,-0.010132,-0.000994,0.275258,0.338707,0.329061,-0.136656,-0.503024,-0.127877,-0.006147,-0.001046,0.166525,0.297558,0.179146,0.332919,-0.054228,-0.146269,-0.001569,-0.001308,-0.136193,-0.478714,-0.577377,-0.521727,0.237493,-0.208045,-0.003924,-0.087856,-0.403544,-0.449205,-0.245095,0.207821,-0.219396,-0.003313,-0.001779,-0.051252,-0.116809,-0.180356,0.264697,-0.267705,-0.233995,-0.012359,-0.000262,-0.028302,-0.115992,0.066064,-0.216322,-0.418781,-0.131605,-0.012637
-0.037667,0.594886,-0.612869,0.159283,0.468415,0.038288,-0.008894,-0.000419,-0.130700,0.338919,0.205287,0.085944,0.294026,0.362493,-0.010132,-0.000994,-0.037242,0.401207,0.329061,-0.386656,-0.128024,0.497123,-0.006147,-0.001046,0.291525,0.360058,-0.383354,-0.604581,-0.179228,0.353731,-0.001569,-0.001308,0.197140,0.271286,-0.577377,-0.646727,-0.075007,0.363383,-0.003924,0.224644,0.346456,-0.449205,-0.057595,0.395321,0.093104,-0.003313,-0.001779,0.261248,0.508191,0.194644,0.389697,-0.205205,-0.233995,-0.012359,-0.000262,-0.028302,0.259008,0.003564,-0.403822,-0.418781,-0.131605,-0.012637
-0.037667,-0.155114,0.074631,0.096783,-0.219085,-0.086712,-0.008894,-0.000419,0.269300,0.338919,0.017787,-0.039056,-0.018474,-0.137507,-0.010132,-0.000994,0.400258,0.338707,0.329061,0.550844,-0.128024,-0.127877,-0.006147,-0.001046,0.479025,0.422558,0.429146,0.207919,-0.491728,-0.146269,-0.001569,-0.001308,-0.069527,0.271286,0.422623,0.103273,0.299993,0.077669,-0.003924,-0.087856,0.283956,0.050795,-0.495095,-0.354679,0.530604,-0.003313,-0.001779,-0.051252,0.320691,0.069644,-0.110303,0.232295,0.516005,-0.012359,-0.000262,-0.028302,-0.178492,0.191064,-0.028822,-0.043781,-0.131605,-0.012637
