0.013963,-0.008080,0.015547,0.219457,-0.002292,0.033770,0.073409,0.134425,-0.171151,-0.046334,-0.276495
-0.053345,0.021332,0.003499,-0.073488,0.009578,-0.074244,-0.014758,-0.000528,0.101576,0.000178,-0.163591
0.119732,0.001724,0.039644,0.007800,0.012545,-0.018495,-0.095964,0.020679,0.065212,-0.057961,-0.066817
0.033193,-0.047295,-0.008549,0.032340,0.036284,0.040738,0.110532,0.030319,0.001576,-0.104473,-0.099075
0.033193,-0.047295,-0.008549,0.032340,0.036284,0.040738,0.110532,0.030319,0.001576,-0.104473,-0.099075
0.119732,0.001724,0.039644,0.007800,0.012545,-0.018495,-0.095964,0.020679,0.065212,-0.057961,-0.066817
-0.062960,0.040940,-0.104935,0.009334,-0.002292,-0.018495,-0.005477,0.016823,-0.007515,-0.023078,-0.147462
0.013963,-0.008080,0.015547,0.219457,-0.002292,0.033770,0.073409,0.134425,-0.171151,-0.046334,-0.276495
-0.053345,0.021332,0.003499,-0.073488,0.009578,-0.074244,-0.014758,-0.000528,0.101576,0.000178,-0.163591
0.119732,-0.057099,0.057716,-0.075022,-0.005259,-0.025464,-0.021718,-0.004384,0.028849,-0.046334,0.078344
0.119732,-0.008080,0.045668,-0.075789,-0.037900,-0.084697,-0.174851,-0.062220,-0.180242,0.081573,0.239634
0.167809,-0.047295,0.039644,-0.033611,-0.031965,-0.063791,-0.068122,0.012967,-0.043879,0.046690,-0.131333
0.100501,-0.096315,0.021571,-0.079623,-0.017129,-0.067276,-0.147008,-0.039086,-0.007515,0.162969,0.046086
-0.024499,-0.115923,0.039644,-0.075022,-0.005259,0.044223,0.010764,-0.054509,0.319758,0.035062,0.304150
0.138963,0.138979,0.172174,0.197218,-0.017129,0.019832,0.078050,0.119002,-0.189333,0.209480,-0.131333
-0.024499,-0.106119,0.027595,-0.075022,-0.040868,-0.025464,-0.061162,-0.050653,0.056121,0.069945,0.142860
-0.053345,0.197803,-0.177224,-0.081157,0.000676,-0.018495,-0.091324,-0.023663,0.047030,-0.150985,-0.147462
-0.062960,0.374273,0.087836,-0.079623,-0.049770,-0.021979,-0.147008,-0.093067,0.128849,-0.116101,0.368667
0.052424,0.060548,0.051692,-0.081157,-0.037900,-0.063791,0.075729,-0.044869,-0.062061,0.046690,0.126731
-0.034114,0.031136,-0.116983,0.017003,-0.005259,-0.004558,-0.012438,0.028391,0.028849,0.011806,-0.163591
-0.062960,0.374273,0.087836,-0.079623,-0.049770,-0.021979,-0.147008,-0.093067,0.128849,-0.116101,0.368667
-0.043730,0.031136,0.027595,-0.053549,-0.023063,-0.056823,-0.084363,-0.054509,-0.016606,-0.162613,0.078344
-0.005268,-0.017883,0.051692,-0.071954,0.009578,0.019832,-0.037960,-0.019807,0.256121,-0.011450,-0.002301
0.071655,0.384077,-0.116983,-0.075022,0.083762,-0.035917,0.068769,-0.006311,-0.125697,0.023434,-0.195850
-0.024499,-0.008080,0.045668,-0.078089,0.018480,-0.067276,0.008444,0.020679,0.210667,-0.023078,-0.082946
0.013963,-0.027687,-0.008549,0.040009,0.000676,0.072097,0.247423,0.028391,0.056121,0.011806,-0.018430
0.004347,-0.037491,0.009523,-0.082690,0.018480,-0.001073,0.017725,-0.019807,0.237939,-0.057961,-0.082946
0.013963,0.001724,0.033620,0.035408,0.015512,-0.011526,0.006124,0.039958,0.174303,0.046690,-0.002301
0.052424,-0.008080,0.087836,-0.081157,0.003643,-0.063791,-0.014758,-0.050653,0.001576,0.000178,0.175118
0.033193,0.040940,0.015547,-0.067353,-0.037900,0.005895,-0.056521,-0.066076,-0.080242,0.255992,0.288021
0.158193,-0.037491,0.033620,0.061481,-0.005259,-0.053338,0.008444,0.065021,0.010667,0.046690,-0.082946
0.138963,-0.135531,0.003499,-0.081157,-0.011194,-0.098634,-0.211974,-0.012095,0.256121,-0.104473,-0.050688
0.052424,-0.027687,0.015547,-0.066586,0.012545,-0.015011,-0.089004,-0.039086,0.001576,-0.057961,0.046086
-0.062960,-0.155138,0.003499,-0.075022,-0.002292,0.026801,-0.049561,-0.002456,0.210667,0.023434,-0.244237
-0.101422,-0.008080,-0.080838,0.131267,-0.005259,-0.046370,0.094291,0.041886,0.165212,-0.139357,-0.050688
0.042809,0.001724,0.057716,-0.071954,0.101566,-0.049854,-0.035640,-0.068004,0.001576,-0.081217,0.368667
-0.034114,0.109568,-0.062766,-0.015206,0.015512,-0.035917,0.024685,-0.012095,0.047030,-0.162613,-0.082946
0.013963,0.050744,-0.008549,-0.079623,0.021447,0.009379,-0.000837,-0.066076,-0.052970,-0.244008,0.110602
0.042809,-0.037491,0.033620,0.177279,0.033316,0.033770,0.024685,0.113218,0.019758,-0.150985,-0.308753
0.042809,-0.037491,0.033620,0.177279,0.033316,0.033770,0.024685,0.113218,0.019758,-0.150985,-0.308753
-0.014883,-0.047295,0.033620,-0.059684,0.374563,0.096488,0.045567,-0.006311,-0.071151,-0.150985,-0.179720
-0.014883,-0.037491,0.033620,-0.053549,0.377530,0.096488,0.043247,-0.006311,-0.080242,-0.174241,-0.179720
0.013963,0.031136,-0.044694,0.015469,0.068925,-0.025464,0.050207,0.026463,-0.052970,-0.034706,-0.115204
-0.024499,-0.037491,-0.038670,-0.076555,0.033316,-0.008042,0.031646,-0.012095,0.028849,0.081573,-0.163591
-0.014883,-0.047295,-0.044694,-0.076555,0.042219,-0.008042,0.036286,-0.012095,0.047030,0.081573,-0.163591
0.052424,-0.096315,-0.014573,-0.076555,0.036284,0.009379,0.066449,-0.017879,-0.025697,0.046690,-0.082946
-0.062960,0.168391,-0.044694,-0.030543,0.051121,0.096488,0.156936,-0.000528,0.074303,0.035062,-0.115204
-0.062960,0.178195,-0.050718,-0.030543,0.060023,0.093003,0.159256,-0.002456,0.056121,0.035062,-0.115204
0.013963,0.031136,-0.044694,0.015469,0.068925,-0.025464,0.050207,0.026463,-0.052970,-0.034706,-0.115204
0.004347,-0.086511,0.009523,-0.021341,0.062990,-0.011526,0.027005,0.018751,0.156121,-0.011450,-0.115204
0.033193,-0.086511,-0.014573,-0.073488,0.048153,-0.015011,0.080370,-0.044869,0.147030,-0.057961,0.191247
-0.024499,-0.027687,-0.026621,-0.081157,0.065957,0.012864,-0.033319,-0.050653,0.137939,0.104829,0.078344
-0.062960,-0.115923,-0.002525,-0.081157,0.033316,-0.049854,-0.130767,-0.058365,0.119758,-0.034706,0.062215
