0.108262,nan,0.177024,-0.051631,0.125681,-0.046415,0.141942,-0.248220,0.244076,-0.071873,0.188124,-0.166295,0.098374,-0.271432,0.130600,-0.226681,0.230805,-0.190902,0.111365,-0.148948,0.116507,-0.152518,0.003492,-0.208082,0.085988,-0.220262,-0.065430,-0.196071,-0.082893,-0.156496,0.035078,-0.270538,-0.081477,-0.233740
0.108262,nan,0.179329,-0.116331,0.164641,-0.238725,-0.329388,-0.527665,0.244076,-0.113418,0.016279,-0.416235,-0.028241,-0.395242,-0.430505,-0.523141,-0.163480,-0.309377,-0.014150,-0.487988,-0.234103,-0.230648,-0.271518,-0.149967,-0.299727,-0.097252,-0.373160,-0.057236,-0.284423,-0.044011,-0.259387,-0.029543,-0.243372,-0.019475
0.108262,nan,0.179329,-0.039011,0.199466,-0.055520,0.224952,-0.119990,0.188901,-0.084683,0.127319,-0.050790,0.226814,-0.042572,0.100875,-0.034071,0.227900,-0.066412,0.197980,-0.030688,0.186087,-0.141658,0.035687,-0.031607,0.089573,-0.165507,0.024100,-0.075956,0.026277,-0.072871,0.125923,-0.119003,0.105543,-0.198430
0.108262,nan,0.179329,-0.247991,0.199466,0.442055,0.081032,-0.559680,-0.255924,-0.090673,-0.238091,-0.077520,-0.200401,-0.046707,-0.672080,0.037014,0.079495,-0.194842,-0.679695,-0.260323,-0.518223,0.495852,-0.181238,0.028703,0.301933,0.489068,-0.012755,0.534769,0.310777,-0.086541,-0.047847,0.501897,-0.336592,0.492760
0.108262,nan,0.179329,-0.034191,0.170166,-0.025290,0.185482,-0.175955,0.129836,-0.172668,0.025899,-0.178895,0.081644,-0.050267,-0.000105,-0.172851,0.073725,-0.107092,0.045840,-0.077053,-0.138438,-0.182023,-0.169693,-0.235692,-0.181637,-0.290197,-0.204370,-0.231261,-0.177068,-0.297031,-0.204792,-0.295968,-0.197722,-0.335725
0.108262,nan,-0.308986,-0.025146,-0.350154,-0.117690,-0.278863,-0.118800,-0.182394,-0.057488,-0.219161,-0.109030,-0.200401,-0.046707,-0.194940,-0.113266,-0.192690,-0.049172,-0.237570,-0.015058,-0.159158,0.014197,-0.173643,0.033143,-0.180502,0.027918,-0.287020,0.080884,-0.228518,0.017614,-0.176257,0.001897,-0.174877,0.052815
0.108262,nan,0.167269,-0.075196,0.172471,-0.161945,0.188982,-0.201430,0.174056,-0.227383,0.160739,-0.317165,0.190724,-0.300527,0.201060,-0.342746,0.098750,-0.338622,0.009565,-0.356193,0.013272,-0.386958,-0.021748,-0.370062,-0.084107,-0.372577,-0.202525,-0.377781,-0.166193,-0.398021,-0.197567,-0.404693,-0.243842,-0.412115
-0.891738,nan,-0.320671,-0.022186,-0.300534,-0.057945,0.224952,-0.559680,-0.255924,-0.090673,-0.738091,-0.577520,-0.200401,-0.046707,-0.172080,-0.035566,0.309025,0.501808,-0.679695,-0.487988,-0.168348,-0.004148,-0.181238,0.028703,0.301933,0.535593,0.229180,0.534769,-0.189223,0.013954,0.323743,0.501897,-0.174682,-0.007240
0.108262,nan,0.161104,-0.058176,0.199466,-0.129610,0.224952,-0.166245,0.244076,-0.271543,0.224759,-0.295365,0.272149,-0.250047,0.279880,-0.267471,0.300550,-0.174477,0.242990,-0.318088,0.208382,-0.307093,0.166947,-0.292422,0.227463,-0.291607,0.017065,-0.313791,-0.062048,-0.305641,0.049313,-0.361998,0.019793,-0.374340
0.108262,nan,-0.329991,-0.064481,-0.300534,-0.057945,-0.275048,-0.059680,-0.198574,-0.224723,-0.466406,-0.268380,-0.200401,-0.046707,-0.340360,0.157444,-0.376640,0.076898,0.138945,0.122587,-0.168348,-0.004148,-0.181238,0.028703,-0.272082,0.028963,-0.167595,0.023299,-0.189223,0.013954,-0.093282,0.122327,-0.215722,0.183085
0.108262,nan,0.179329,0.011089,0.199466,-0.149885,0.224952,-0.196280,0.244076,-0.306208,0.261909,-0.284265,0.280759,-0.306077,0.281475,-0.330651,0.255175,-0.330562,0.169685,-0.342973,0.184877,-0.385748,0.134167,-0.374017,0.081268,-0.410047,-0.034765,-0.397731,0.012292,-0.404421,-0.021277,-0.443568,-0.059707,-0.453030
0.108262,nan,0.179329,-0.293236,0.199466,-0.557945,0.224952,-0.559680,0.244076,0.090412,0.261909,-0.283115,0.299599,0.453293,0.327920,-0.535566,0.309025,-0.144962,0.320305,-0.455983,0.331652,0.495852,0.318762,0.528703,0.301933,-0.168847,0.229180,-0.278956,0.310777,-0.486046,0.323743,-0.498103,0.325318,-0.507240
0.108262,nan,0.179329,-0.103766,0.199466,-0.108790,0.224947,-0.135665,0.244076,-0.187058,0.232184,-0.253275,0.278274,-0.195632,0.296515,-0.207626,0.281455,-0.138722,0.270990,-0.204903,0.261867,-0.240688,0.233697,-0.227397,0.222333,-0.200092,0.110300,-0.257081,0.139392,-0.330016,0.167313,-0.320788,0.148953,-0.343370
0.108262,nan,0.179329,-0.455691,0.199466,0.053455,0.152412,-0.259160,0.244076,-0.151123,0.261909,0.098215,0.299599,-0.007847,0.327920,-0.109401,0.309025,-0.498192,0.320305,-0.487988,0.140807,0.074867,0.318762,0.340448,0.301933,-0.049467,0.229180,0.214389,0.310777,-0.318516,0.323743,0.444037,0.325318,-0.101370
0.108262,nan,0.179329,0.014714,0.199466,-0.040845,0.224952,-0.087495,0.244076,-0.046853,0.261909,0.020735,0.299599,0.054933,0.327920,0.028359,0.309025,0.054613,0.320305,0.147447,0.331652,0.219642,0.318762,0.237453,0.301933,0.135758,0.229180,0.218484,0.288792,0.257159,0.323743,0.164357,0.325318,0.226320
0.108262,nan,-0.066011,-0.492166,0.199466,0.075595,-0.292648,-0.559680,0.244076,-0.590673,-0.019666,-0.577520,-0.200401,-0.046707,-0.672080,-0.206891,-0.379380,0.019923,0.320305,-0.487988,-0.168348,-0.004148,-0.181238,0.028703,-0.279332,0.496773,-0.072060,0.167274,-0.189223,0.013954,0.323743,0.117837,-0.174682,-0.007240
0.108262,nan,0.177554,0.010154,0.199466,-0.064125,0.214007,-0.047190,0.224636,-0.079113,0.258279,-0.038480,0.246214,0.005023,0.298980,-0.009221,0.253070,0.057408,0.250825,0.055167,0.239817,0.055002,0.237102,0.100913,0.208578,0.102653,0.126560,0.102959,0.206327,0.090849,0.209353,0.081547,0.180023,0.052835
-0.891738,nan,-0.320671,-0.022186,-0.800534,-0.557945,0.224952,0.440320,-0.755924,0.409327,-0.738091,0.422480,0.299599,-0.546707,0.327920,0.464434,-0.690975,-0.498192,-0.679695,0.512012,0.331652,-0.504148,-0.681238,0.528703,-0.698067,0.535593,0.229180,-0.465231,-0.689223,0.513954,-0.676257,-0.498103,0.325318,-0.507240
0.108262,nan,0.014654,-0.009546,0.032596,-0.032790,0.010937,0.034125,-0.212044,0.079732,0.080014,-0.016865,0.110094,0.024718,0.221105,0.019314,0.100890,0.092563,-0.107720,0.218132,0.101092,0.102482,0.075862,0.141828,0.046123,0.154213,-0.039985,0.157859,0.027942,0.140484,0.027058,0.130857,0.325318,0.157940
