0.182815,-0.301307,0.213053,0.146813,0.198968,0.531437,0.495081,0.487976,0.306758,0.335139,0.249802,-0.068855,0.269657,0.211175,-0.021823,0.176960,0.055142,0.077171,0.133502,0.082850,0.324113,-0.222474,0.385173,0.279792,0.196998,0.399079,0.351207,0.518192,0.335156,0.229268
0.304923,-0.051392,0.282848,0.284671,-0.104905,-0.078833,-0.004450,0.105621,0.000193,-0.129057,0.050092,-0.106735,0.025064,0.063024,-0.061732,-0.093115,-0.033570,0.030382,-0.093605,-0.009083,0.310239,-0.060427,0.256680,0.264308,-0.056585,-0.065649,-0.024432,0.245339,-0.029717,0.033282
0.263274,0.066295,0.262808,0.232497,0.119524,0.170416,0.254453,0.392549,0.129991,-0.059132,0.123276,-0.095022,0.080994,0.100286,-0.030288,0.109516,0.016228,0.166393,0.027547,0.026813,0.259723,-0.003924,0.225304,0.203602,0.079452,0.165163,0.142341,0.441216,0.140399,0.023837
-0.128132,0.036874,-0.099434,-0.114014,0.416536,0.550761,0.357546,0.279726,0.396657,0.729621,0.032746,-0.013449,0.027279,-0.024481,0.070334,0.368777,0.062415,0.130211,0.550004,0.187012,-0.048353,0.021929,-0.041791,-0.076898,0.511335,0.593799,0.331239,0.491044,0.736693,0.584115
0.291671,-0.167388,0.298051,0.272369,0.035567,0.087292,0.255859,0.275253,-0.001323,-0.083564,0.127477,-0.096259,0.121186,0.101052,0.151240,-0.006520,0.063097,0.133621,-0.041964,0.045607,0.223081,-0.240065,0.223810,0.170669,0.033226,-0.047797,0.102086,0.164583,-0.105806,-0.047001
-0.079383,-0.121395,-0.064951,-0.075414,0.283829,0.201396,0.161670,0.158901,0.139082,0.280800,-0.025592,-0.072192,-0.030583,-0.024556,0.015944,0.059872,0.012188,-0.008072,0.015586,0.044467,-0.028431,-0.051365,-0.019230,-0.034158,0.308601,0.262571,0.210313,0.204446,0.213728,0.265343
0.195121,0.023346,0.190940,0.163356,-0.015620,0.014291,0.056000,0.124656,-0.008898,-0.113261,0.015038,-0.098049,0.014792,0.025351,-0.092701,-0.087558,-0.023620,-0.026636,-0.096419,-0.055826,0.235176,0.052846,0.228790,0.178288,0.078131,0.003236,0.084833,0.270082,0.031982,-0.001744
-0.019750,0.052092,-0.012225,-0.032657,0.203482,0.184526,0.011389,0.054328,0.194132,0.246681,0.064576,0.035393,0.046645,0.019841,0.059966,0.036139,-0.017711,0.050840,-0.079956,0.055868,0.028133,0.065639,0.016628,0.004035,0.218130,0.110540,-0.003505,0.140872,0.058199,0.204343
-0.053353,0.085572,-0.030883,-0.057302,0.279315,0.272557,0.227509,0.221724,0.271910,0.233622,-0.035804,-0.047484,-0.021677,-0.029916,-0.044531,0.071664,0.009183,0.008787,0.012491,-0.001586,-0.027719,0.134669,-0.005285,-0.034724,0.250488,0.277319,0.213108,0.314068,0.291197,0.152526
-0.078910,0.160648,-0.055276,-0.075923,0.200774,0.414880,0.324510,0.181465,0.110294,0.413488,-0.038954,0.084456,-0.038970,-0.030626,0.003672,0.350676,0.114991,0.047809,-0.037321,0.217138,-0.041949,0.399861,-0.047867,-0.041581,0.349544,0.779788,0.665185,0.365614,0.288832,0.810404
0.089579,0.133593,0.074155,0.060620,-0.129099,-0.115487,-0.130762,-0.077978,-0.143242,-0.122738,-0.009296,-0.006598,-0.018850,0.000323,-0.102389,-0.121738,-0.052737,-0.079658,-0.083614,-0.026011,0.103906,0.218624,0.082369,0.066215,-0.094226,-0.096210,-0.100869,-0.051052,0.009313,0.003766
