0.267527,-0.050815,0.287020,0.481603,0.167308,0.230326,0.278279,0.916331,0.219066,0.157418
0.130565,0.213515,-2.865694,0.064334,0.257406,1.262741,1.111627,0.623723,0.247735,0.511168
-0.118458,0.009260,0.061600,-0.774197,0.257406,0.377813,-0.066555,-0.895461,-0.124970,0.578049
0.030955,0.067333,-2.865694,-0.576317,-0.733677,-0.285881,0.536904,1.037781,0.534432,-0.531070
0.230174,0.197495,-0.046348,0.084306,0.257406,0.119711,0.479432,0.040599,0.018378,-0.086858
0.118113,-0.064833,-2.865694,-1.607225,0.257406,-0.322753,0.192071,-0.394935,-0.239649,-0.329804
0.392038,-0.064833,-2.865694,-2.599727,0.257406,-0.691472,0.364487,-0.605737,-0.354327,-0.805404
0.018504,-0.018775,0.258446,-0.039872,0.257406,-0.912704,0.048390,0.877344,0.075717,-0.836935
0.504098,0.027282,0.347344,-0.629633,0.257406,-0.617728,0.220807,0.917550,0.448422,-0.638615
-0.255420,0.009260,0.220347,0.521515,0.257406,-1.097063,0.680585,1.358056,0.563101,-1.391901
-0.043751,-0.619527,-2.865694,-1.116609,-0.733677,0.340942,0.192071,-1.173518,-0.067631,0.342307
-3.530067,-0.152943,0.125099,-5.392021,0.978193,-0.765216,-0.899903,-2.011443,0.391084,0.008633
0.043407,-0.052818,0.255271,-0.766238,0.167308,-0.359624,0.249543,-1.811767,-0.927719,-0.408788
0.155467,0.077345,0.061600,0.023711,0.257406,0.009094,0.019654,0.068732,0.276405,0.123984
0.292429,-0.056823,0.071125,-0.082832,0.978193,-1.318295,-0.727486,-0.282869,0.878467,-0.720699
0.143016,-0.070840,-2.862519,0.166499,0.888095,-1.871374,-0.670013,-2.695489,-3.077942,-1.390428
-0.006398,-0.090865,0.090174,-0.512706,0.257406,-0.285881,0.048390,-0.582422,0.247735,-0.182385
-0.305225,-0.088863,0.356869,0.766409,0.707899,0.488430,-1.014847,-0.006108,0.677779,1.636709
-0.093556,0.067333,0.071125,0.197211,0.257406,-0.175265,0.163335,0.293754,-0.268318,-0.163111
-0.093556,-0.064833,0.245746,0.564772,-0.193086,0.635917,0.019654,-0.405558,-0.382996,0.764421
-0.006398,0.113390,0.026675,-0.243195,0.167308,0.930893,0.249543,-0.678430,0.075717,0.895251
0.441843,0.041300,0.128274,-0.800264,0.257406,-1.023320,-0.181499,-0.097878,-0.268318,-0.797216
0.367136,-0.020778,-0.033648,0.327424,0.257406,0.377813,0.364487,-0.971269,-0.870380,0.229830
-0.056203,-0.064833,0.417193,-0.212779,0.167308,-0.838960,0.335751,0.622446,0.276405,-0.936891
0.292429,0.011262,0.106049,0.275853,0.257406,-0.396497,0.019654,0.664239,-0.096300,-0.292743
0.105662,-0.030790,0.328295,1.512184,0.257406,1.041509,0.479432,0.562698,0.591771,0.811048
-0.031300,-0.002755,0.140974,-0.762599,0.257406,0.930893,0.134598,-1.223321,-0.182309,0.973874
-0.255420,-0.010765,-1.824314,0.342099,0.347505,-0.285881,0.163335,1.225906,1.910573,-0.294108
0.292429,-0.056823,0.071125,-0.082832,0.978193,-0.838960,-0.842430,0.483698,1.537868,-0.088054
0.255075,0.077345,0.077475,-0.968969,0.257406,-0.949576,0.105862,-0.634605,0.047048,-0.890780
0.466745,0.019272,0.201297,-1.396948,0.257406,0.045967,0.192071,0.456552,0.247735,0.048856
-0.218067,-0.044808,0.087000,-0.180500,0.257406,-1.133935,0.105862,-2.581101,-1.931157,-1.094773
-0.317677,0.033290,0.179073,0.133746,0.257406,-0.838960,0.105862,-0.906664,-0.698362,-0.797216
-0.130909,-0.042805,0.236222,0.429441,0.257406,-0.101522,0.134598,0.352283,-0.153639,-0.063802
0.242624,-0.048813,0.302895,-1.191435,0.257406,-0.064650,0.134598,1.052157,0.305074,-0.036113
-0.031300,-0.064833,0.217172,1.973922,0.167308,-0.212137,0.134598,1.331220,-0.096300,-0.173489
0.242624,-0.040803,0.372744,0.097650,0.167308,-0.470241,-2.078084,1.327099,0.735119,-2.074451
-0.255420,0.009260,0.220347,0.521515,0.257406,-0.728344,-0.037818,1.469929,0.993145,-0.585321
0.329782,-0.627537,0.007626,-0.538032,-0.012890,-0.396497,0.364487,0.059947,0.161727,-0.525826
0.155467,-0.092868,0.267971,-0.328466,0.077209,-0.654600,0.134598,0.524369,0.075717,-0.625411
-0.267871,-0.078850,0.344170,1.334986,0.257406,0.304070,0.163335,-0.655753,-1.099737,0.320150
