-0.528360,0.961877,-1.391472,-0.453218,-0.243707,-0.466193,-0.379133,0.558274,1.288643,-0.579207,-0.960246
-0.298547,1.967442,-1.391472,0.043416,0.223875,0.872638,0.624363,0.028261,-0.719933,0.128950,-0.584777
-0.298547,1.297065,-1.186070,-0.169427,0.096353,-0.083669,0.229047,0.134264,-0.331177,-0.048089,-0.584777
1.654856,-1.384443,1.484154,-0.453218,-0.264960,0.107592,0.411500,0.664277,-0.979104,-0.461180,-0.584777
-0.528360,0.961877,-1.391472,-0.453218,-0.243707,-0.466193,-0.379133,0.558274,1.288643,-0.579207,-0.960246
-0.528360,0.738418,-1.391472,-0.524166,-0.264960,-0.274931,-0.196679,0.558274,1.288643,-0.579207,-0.960246
-0.241094,0.403229,-1.083370,-0.666062,-0.392483,-0.083669,0.381091,-0.183745,-0.072005,-1.169337,-0.960246
-0.585813,0.682553,-1.391472,-0.949853,-0.477498,-0.083669,-0.774449,-1.137769,0.511130,-1.110324,-0.397043
-0.298547,0.291499,-1.288771,-0.382271,-0.307468,-0.657454,-0.865676,0.028261,0.316751,-0.520193,-0.866379
-0.470907,-0.155419,0.457144,2.526589,-0.349975,0.107592,1.688677,0.558274,0.251958,0.837107,0.072294
-0.930531,0.291499,-0.980669,-0.524166,0.202621,-0.083669,0.563545,-0.448752,-0.201591,-0.697233,-1.147981
-0.470907,-0.155419,0.457144,2.526589,-0.349975,0.107592,1.688677,0.558274,0.251958,0.837107,0.072294
-1.562514,0.487026,-1.391472,-0.666062,0.032592,0.011961,0.381091,-1.296773,1.742192,-0.815259,-0.490910
-0.298547,0.459094,0.097691,-0.666062,0.563935,-0.657454,-0.531178,0.346269,-0.331177,5.322101,-1.241848
0.333436,0.514959,-0.467164,0.894790,1.881666,3.454669,2.996263,0.982285,-0.979104,1.309212,-1.147981
0.333436,0.514959,-0.415813,0.965737,1.754143,3.359038,3.087490,0.982285,-0.914312,1.604277,-1.147981
0.103624,-1.384443,1.484154,-0.524166,0.096353,1.828946,1.719086,0.081262,-0.072005,0.542042,0.072294
-0.126188,0.179770,0.046341,-0.595114,5.962380,0.011961,0.289865,0.028261,-1.303068,3.669735,-1.054113
-0.528360,0.347364,-0.980669,1.320476,-0.031169,-0.944346,-0.531178,0.346269,0.446337,-0.933285,-1.335715
