-0.006816,-0.149580,-0.008080,-0.023006,0.033078,-0.136517,-0.000785,-0.010661,-0.015568,-0.031349
-0.005571,-0.149580,-0.008031,-0.023440,0.063668,0.102289,-0.000529,-0.010540,-0.015265,-0.031661
-0.005571,-0.129653,-0.007573,-0.020026,-0.086121,-0.046964,-0.000361,-0.010146,-0.014333,-0.031038
-0.006816,-0.149580,-0.008080,-0.023006,0.002487,-0.044832,-0.000381,-0.010692,-0.015503,-0.032284
-0.005571,-0.156827,-0.008198,-0.024682,0.138563,0.169453,-0.000801,-0.010813,-0.015698,-0.031972
-0.006816,-0.147769,-0.008045,-0.022633,0.191305,0.229155,-0.000763,-0.010419,-0.015200,-0.030415
-0.005571,-0.155015,-0.008156,-0.024371,0.051010,-0.082146,-0.000751,-0.010783,-0.015698,-0.031972
-0.006816,-0.151392,-0.008115,-0.023378,-0.037597,-0.481932,0.000763,-0.010783,-0.015850,-0.032907
-0.006816,-0.153203,-0.008149,-0.023751,0.033078,-0.282572,0.000763,-0.010783,-0.015785,-0.032907
-0.006816,-0.149580,-0.008080,-0.023006,0.123795,0.137471,0.000460,-0.010570,-0.015373,-0.032595
-0.006816,-0.158638,-0.008254,-0.024868,0.455019,0.229155,0.000359,-0.010843,-0.015850,-0.032907
-0.006816,-0.156827,-0.008219,-0.024496,0.173373,-0.055493,0.000359,-0.010843,-0.015829,-0.032907
-0.006816,-0.151392,-0.008115,-0.023378,0.067888,-0.055493,0.001369,-0.010692,-0.015590,-0.032907
-0.006816,-0.149580,-0.008080,-0.023006,0.063668,0.076703,-0.000246,-0.010631,-0.015417,-0.032284
-0.005571,-0.149580,-0.008031,-0.023440,0.038352,0.102289,-0.000398,-0.010570,-0.015265,-0.031972
-0.006816,-0.147769,-0.008045,-0.022633,0.006706,-0.330547,0.001772,-0.010631,-0.015655,-0.032907
-0.005571,-0.149580,-0.008031,-0.023440,0.038352,0.177982,-0.000398,-0.010570,-0.015200,-0.031972
-0.006816,-0.127841,-0.007663,-0.018537,-0.144138,-0.410504,-0.000145,-0.010419,-0.015243,-0.031972
-0.006816,-0.153203,-0.008149,-0.023751,0.033078,-0.239928,-0.000246,-0.010783,-0.015764,-0.032595
