0.096157,0.153207,-0.130056,-0.018895,0.061217,-0.280444,-0.254718,-0.445997,-0.571300,-0.110691,-0.054174,0.172179,0.453002,0.541992,-0.068137,0.694346
-0.373843,0.043207,-0.130056,0.171105,-0.088783,0.099556,-0.224718,0.004003,-0.421300,-0.190691,-0.244174,-0.357821,0.143002,-0.338008,0.531863,-0.225654
-0.373843,-0.276793,-0.090056,-0.148895,0.211217,0.249556,0.485282,0.554003,0.188700,0.409309,-0.114174,0.152179,-0.266998,-0.108008,-0.308137,-0.285654
-0.373843,0.153207,-0.330056,0.091105,-0.458783,0.029556,-0.324718,0.004003,0.288700,-0.000691,0.385826,0.092179,0.193002,-0.128008,0.201863,-0.285654
-0.373843,-0.176793,0.089944,0.001105,0.491217,0.349556,0.295282,0.354003,0.028700,0.259309,-0.214174,0.042179,-0.216998,-0.158008,0.001863,-0.285654
0.626157,0.153207,0.479944,0.161105,-0.018783,0.089556,-0.344718,0.024003,-0.571300,-0.180691,-0.244174,-0.357821,0.183002,-0.198008,-0.268137,-0.085654
-0.373843,0.153207,-0.370056,-0.108895,-0.248783,-0.300444,0.335282,-0.095997,0.428700,0.369309,0.115826,0.612179,0.103002,0.131992,0.191863,-0.285654
-0.373843,-0.456793,-0.380056,-0.208895,-0.398783,-0.600444,0.115282,-0.445997,0.428700,0.089309,0.275826,0.632179,-0.186998,0.641992,-0.468137,0.284346
-0.243843,0.043207,-0.280056,-0.328895,0.211217,-0.270444,0.045282,-0.445997,-0.531300,-0.170691,-0.614174,0.252179,-0.226998,0.581992,0.531863,0.714346
0.196157,0.153207,-0.180056,-0.108895,-0.508783,-0.340444,-0.264718,-0.445997,0.178700,-0.210691,0.385826,0.142179,0.203002,0.511992,-0.208137,0.564346
0.366157,0.023207,-0.090056,0.171105,-0.508783,0.039556,0.105282,0.194003,0.428700,0.449309,0.385826,0.022179,0.293002,-0.358008,-0.288137,-0.275654
0.106157,0.113207,0.219944,-0.178895,0.371217,-0.380444,-0.304718,-0.445997,-0.361300,-0.010691,0.175826,0.312179,0.453002,0.641992,-0.468137,0.564346
0.626157,0.153207,0.319944,0.161105,-0.148783,0.129556,-0.174718,0.094003,0.218700,0.129309,0.025826,-0.227821,-0.356998,-0.358008,-0.468137,-0.265654
0.536157,-0.106793,0.139944,0.171105,-0.508783,0.219556,-0.284718,0.144003,0.238700,0.329309,0.385826,0.032179,0.243002,-0.318008,-0.258137,-0.285654
-0.373843,0.003207,-0.020056,0.171105,0.301217,0.229556,0.355282,0.054003,0.268700,-0.220691,-0.034174,-0.357821,-0.016998,-0.138008,0.531863,-0.045654
