0.028729,0.120704,0.012658,0.039559,0.113254,0.027031,-0.044701,0.030463,-0.048562,0.157160,-0.066449,-0.073035,0.058470,-0.032397,-0.017139,0.082944,-0.064421,0.045587
-0.058228,-0.148527,0.026546,-0.122013,-0.051581,0.008163,-0.129668,0.116177,-0.131895,-0.071412,-0.098028,-0.131788,-0.105052,-0.006081,0.119224,0.034164,0.002246,0.112254
0.224381,0.197627,0.332102,0.174931,0.047320,0.027031,0.249417,-0.255252,0.201438,0.142874,0.180919,0.233919,0.284885,0.007077,0.346497,-0.087788,-0.031087,0.012254
-0.014750,-0.148527,-0.001231,-0.043410,0.014353,0.008163,-0.162348,0.144748,-0.131895,-0.071412,-0.150659,-0.156968,-0.300021,-0.124502,-0.017139,-0.063397,0.335579,0.378920
-0.188663,-0.033142,-0.167898,0.157463,0.453914,0.819483,-0.129668,0.116177,-0.131895,-0.057126,0.275656,-0.137783,0.083627,0.717603,0.119224,-0.039007,-0.297754,-0.421080
0.289598,0.466858,0.332102,0.013359,-0.128504,-0.048441,0.563142,-0.426680,0.618105,0.300017,0.480919,0.620010,0.561614,0.164971,-0.062594,-0.087788,-0.264421,-0.421080
0.072207,-0.071604,-0.126231,0.017725,0.036331,-0.048441,-0.103524,0.030463,-0.131895,-0.071412,-0.066449,-0.094618,-0.017002,-0.085029,0.301042,-0.282910,0.368913,0.278920
-0.079967,-0.071604,-0.223454,-0.052144,0.036331,0.008163,-0.208100,0.201891,-0.215229,-0.028555,-0.140133,-0.190541,-0.067316,-0.071871,-0.153503,-0.234129,0.135579,0.212254
-0.166924,-0.417758,-0.279009,-0.126379,-0.007625,-0.029573,-0.306139,0.373320,-0.298562,-0.299983,-0.250659,-0.260086,-0.394360,-0.111344,-0.198958,0.034164,0.368913,0.412254
-0.014750,-0.033142,0.220991,0.122529,0.003364,0.045899,0.092554,-0.140966,0.118105,-0.028555,0.070393,0.078044,-0.142788,-0.111344,-0.108049,0.034164,0.202246,0.278920
-0.166924,-0.340835,-0.167898,-0.113279,-0.007625,0.008163,-0.234243,0.259034,-0.215229,-0.257126,-0.187502,-0.208527,-0.300021,-0.085029,-0.198958,-0.063397,0.168913,0.212254
-0.079967,-0.417758,-0.223454,-0.143847,-0.073559,-0.048441,-0.299603,0.373320,-0.298562,-0.428555,-0.213817,-0.258887,-0.356625,-0.098187,-0.062594,0.326847,0.235579,0.212254
-0.123445,0.043781,-0.112342,0.008992,0.069298,-0.048441,-0.110060,0.059034,-0.131895,0.000017,-0.045396,-0.109006,0.108784,-0.019239,-0.062594,-0.039007,0.002246,-0.021080
-0.101706,-0.110065,0.040435,-0.108912,-0.040592,0.027031,-0.110060,0.087606,-0.131895,-0.057126,-0.082238,-0.113803,-0.086184,-0.006081,0.073770,0.009773,-0.064421,0.045587
0.006989,0.159165,-0.042898,0.148730,0.102265,-0.067309,0.033730,-0.112394,0.034771,0.085731,0.038814,0.030082,0.196835,-0.019239,-0.017139,-0.258519,0.268913,0.112254
0.050468,0.389935,0.290435,0.139996,0.036331,0.008163,0.229809,-0.255252,0.201438,0.257160,0.201972,0.220730,0.448407,0.020235,-0.017139,-0.258519,-0.097754,-0.054413
-0.101706,-0.340835,-0.431787,-0.261751,-0.106526,-0.048441,-0.332283,0.459034,-0.298562,-0.271412,-0.271712,-0.280469,-0.312599,0.099182,-0.198958,0.034164,-0.264421,-0.354413
0.115685,-0.148527,-0.070676,0.122529,0.080287,-0.048441,0.053338,-0.140966,0.034771,-0.128555,0.070393,0.054063,-0.149077,-0.006081,-0.108049,-0.063397,0.302246,0.112254
0.224381,0.351473,0.248769,0.074494,-0.007625,0.027031,0.308240,-0.283823,0.284771,0.357160,0.191446,0.295070,0.284885,0.020235,-0.062594,-0.039007,-0.131087,-0.021080
0.159163,0.428396,0.248769,0.201131,0.080287,0.027031,0.255953,-0.255252,0.284771,0.300017,0.201972,0.253104,0.303753,0.020235,-0.017139,-0.185349,-0.097754,-0.087746
-0.210402,0.082242,-0.098454,-0.069611,0.025342,-0.048441,-0.096989,0.059034,-0.131895,-0.042840,-0.071712,-0.103011,0.058470,0.033392,-0.289867,-0.234129,-0.131087,-0.121080
-0.210402,-0.302373,-0.404009,-0.209349,-0.029603,-0.067309,-0.299603,0.401891,-0.298562,-0.328555,-0.250659,-0.262484,-0.262285,0.125498,0.028315,-0.282910,-0.331087,-0.421080
0.006989,-0.071604,-0.251231,0.017725,0.080287,-0.029573,-0.123132,0.059034,-0.131895,-0.085697,-0.103291,-0.115002,0.014445,-0.058713,0.119224,-0.282910,0.335579,0.345587
-0.145184,-0.225450,-0.167898,-0.091445,-0.007625,-0.029573,-0.168884,0.144748,-0.215229,-0.171412,-0.129607,-0.159366,-0.211971,-0.045555,-0.244412,-0.258519,0.102246,0.112254
0.115685,0.313011,0.318213,0.218599,0.047320,0.045899,0.229809,-0.255252,0.201438,0.242874,0.170393,0.219531,0.310042,-0.058713,-0.289867,-0.160958,0.068913,0.178920
-0.188663,0.005319,-0.029009,-0.065244,0.025342,0.008163,-0.142740,0.116177,-0.131895,0.000017,-0.103291,-0.138982,-0.004423,-0.019239,-0.244412,-0.209739,-0.031087,0.112254
