140.562500,55.683782,-0.234571,-0.699648,3.199833,19.110426,7.975532,74.242225
102.507812,58.882430,0.465318,-0.515088,1.677258,14.860146,10.576487,127.393580
103.015625,39.341649,0.323328,1.051164,3.121237,21.744669,7.735822,63.171909
136.750000,57.178449,-0.068415,-0.636238,3.642977,20.959280,6.896499,53.593661
88.726562,40.672225,0.600866,1.123492,1.178930,11.468720,14.269573,252.567306
93.570312,46.698114,0.531905,0.416721,1.636288,14.545074,10.621748,131.394004
119.484375,48.765059,0.031460,-0.112168,0.999164,9.279612,19.206230,479.756567
130.382812,39.844056,-0.158323,0.389540,1.220736,14.378941,13.539456,198.236457
107.250000,52.627078,0.452688,0.170347,2.331940,14.486853,9.001004,107.972506
107.257812,39.496488,0.465882,1.162877,4.079431,24.980418,7.397080,57.784738
142.078125,45.288073,-0.320328,0.283953,5.376254,29.009897,6.076266,37.831393
133.257812,44.058244,-0.081060,0.115362,1.632107,12.007806,11.972067,195.543448
134.960938,49.554327,-0.135304,-0.080470,10.696488,41.342044,3.893934,14.131206
117.945312,45.506577,0.325438,0.661459,2.836120,23.118350,8.943212,82.475592
138.179688,51.524484,-0.031852,0.046797,6.330268,31.576347,5.155940,26.143310
114.367188,51.945716,-0.094499,-0.287984,2.738294,17.191891,9.050612,96.611903
109.640625,49.017652,0.137636,-0.256700,1.508361,12.072901,13.367926,223.438419
100.851562,51.743522,0.393837,-0.011241,2.841137,21.635778,8.302242,71.584369
136.093750,51.691005,-0.045909,-0.271816,9.342809,38.096400,4.345438,18.673649
99.367188,41.572202,1.547197,4.154106,27.555184,61.719016,2.208808,3.662680
100.890625,51.890394,0.627487,-0.026498,3.883779,23.045267,6.953168,52.279440
105.445312,41.139969,0.142654,0.320420,3.551839,20.755017,7.739552,68.519771
95.867188,42.059922,0.326387,0.803502,1.832776,12.248969,11.249331,177.230771
117.367188,53.908614,0.257953,-0.405049,6.018395,24.766123,4.807783,25.522616
106.648438,56.367182,0.378355,-0.266372,2.436455,18.405371,9.378660,96.860225
112.718750,50.301270,0.279391,-0.129011,8.281773,37.810012,4.691827,21.276210
130.851562,52.432857,0.142597,0.018885,2.646321,15.654436,9.464164,115.673159
119.437500,52.874815,-0.002549,-0.460360,2.365385,16.498032,9.008352,94.755657
123.210938,51.078012,0.179377,-0.177285,2.107023,16.921773,10.080333,112.558591
102.617188,49.692354,0.230439,0.193325,1.489130,16.004411,12.646535,171.832902
110.109375,41.318170,0.094860,0.683113,1.010033,13.026275,14.666511,231.204136
99.914062,43.919498,0.475729,0.781486,0.619565,9.440976,20.106639,475.680218
128.343750,52.172107,-0.049280,-0.208257,2.173913,12.993947,9.965757,141.510084
142.054688,53.873160,-0.470773,-0.125946,4.423077,27.083513,6.681658,45.944030
121.132812,47.632606,0.177360,0.024918,2.151338,20.552437,9.920468,99.747079
102.328125,48.980403,0.315729,-0.202183,1.898829,13.839040,11.619939,172.130373
147.835938,53.622637,-0.131080,-0.288851,2.692308,17.080881,8.849178,92.201745
108.039062,34.910243,0.321157,1.821631,3.899666,23.722052,7.506210,60.886913
107.875000,37.330659,0.496005,1.481816,1.173913,12.016913,14.534290,252.694738
118.843750,45.931919,-0.109243,0.137684,2.332776,14.716029,9.634175,118.669680
138.460938,48.917166,-0.039592,-0.176243,2.443144,18.313307,8.672894,83.069242
116.203125,47.345862,0.211947,-0.022178,3.606187,18.944990,7.035645,59.231226
120.554688,45.549905,0.282924,0.419909,1.358696,13.079034,13.312141,212.597029
121.882812,53.042675,0.200521,-0.282219,2.116221,16.580876,8.947603,91.011762
125.210938,51.175197,0.139851,-0.385737,1.147993,12.414012,14.068797,228.131554
107.906250,48.084145,0.460847,0.296510,1.993311,13.841070,9.969395,128.744717
106.281250,43.021785,0.408868,1.032015,1.610368,17.251156,12.110193,152.014956
106.335938,45.050020,0.418645,0.603996,1.200669,12.388561,13.306452,209.411990
125.734375,52.657722,0.026517,-0.429633,4.850334,29.936195,6.361837,40.255013
113.546875,49.500293,0.130001,-0.202839,2.407191,14.422051,9.310343,113.687471
134.039062,51.800459,-0.195845,-0.396816,1.107860,13.238584,13.775800,208.420257
105.117188,45.092028,0.464848,0.878058,4.283445,23.967315,6.562543,46.667287
95.328125,44.667891,0.386495,0.755115,2.694816,17.998597,9.094177,97.802436
119.335938,47.506953,0.220317,0.645718,0.792642,9.540907,18.766540,441.513343
136.187500,51.952916,-0.070432,-0.482220,0.849498,9.677531,18.736554,431.390445
112.859375,55.106252,0.174766,-0.404019,3.032609,19.694314,7.266252,58.037771
108.625000,52.746149,0.453556,0.069732,2.304348,16.183656,9.780441,114.999384
113.953125,49.221416,0.234723,0.289792,1.081104,13.482093,14.256081,216.836220
141.968750,50.470898,0.244974,-0.342665,2.823579,16.238188,8.207744,85.532584
136.500000,49.932767,0.044623,-0.374311,1.555184,12.813538,13.314339,214.813089
83.679688,36.379281,0.572532,2.664611,4.040970,23.169129,7.006681,53.514005
27.765625,28.666042,5.770087,37.419009,73.112876,62.070220,1.268206,1.082920
135.859375,51.937272,0.065769,-0.366114,20.774247,52.772648,2.730909,6.607440
112.093750,48.811570,0.418565,0.350156,2.204013,17.378682,9.520551,100.787596
126.867188,53.129319,0.136339,-0.588709,1.149666,13.965144,13.230500,186.268510
117.539062,47.732965,0.173139,-0.150654,1.060201,14.289344,14.176372,208.278085
143.085938,49.921975,-0.157561,-0.153333,3.563545,21.288082,7.337117,59.168441
101.296875,39.433956,0.390054,1.551969,4.925585,26.322422,6.086054,39.116208
119.898438,53.825505,0.143378,-0.528428,4.041806,24.579131,6.581293,44.899515
123.125000,50.331247,-0.087091,0.087932,1.280936,10.688646,14.636691,288.668932
102.046875,48.790506,0.452226,0.272448,2.375418,13.928401,9.127499,116.023222
119.445312,53.143057,0.012830,-0.378956,2.932274,17.929757,8.289889,81.346517
128.515625,54.945852,-0.012553,-0.658279,2.891304,17.752947,8.913745,94.082103
128.156250,46.896901,-0.179233,-0.005820,4.193980,22.258158,6.451755,46.486632
115.617188,40.290376,0.110702,0.513224,11.639632,39.956558,3.640289,12.684576
136.742188,44.391238,-0.221925,0.908085,2.105351,14.498377,10.131571,128.395149
135.265625,48.143906,0.015921,-0.158772,8.539298,31.134877,4.082788,17.272673
113.960938,52.247369,0.127977,-0.457499,4.407191,26.297766,6.709565,47.405709
107.796875,45.680336,0.655280,0.954879,1.709030,15.190781,11.520250,150.305363
