-1.703500954711008319e-01,-3.706911397593530277e-01,1.588186919310672074e-01,-3.127227828265786297e-02,1.046628406365688463e-01,2.705551076274502753e-01,-3.086951561177472270e-01,3.526995672667385118e-01,5.253621580061888785e-02,-1.345461894059179486e-01,-2.882116417482682991e-01,-2.913488429008362357e-01,-1.841747443316132937e-01,-8.776218980509302436e-02,2.107642383877156300e-01,-4.367577280769357334e-02,2.715152121699098697e-01,-5.225078496868223316e-02,-7.523455658371724399e-03,-4.456676135237726960e-02,1.059718636251011648e-01,2.453076738455374495e-01,4.559615934583333141e-01,-1.405587608327810850e-02,-1.240578572250241735e-01,2.494017584288521217e-01,-1.647519167196533629e-01,-4.226622331508319563e-01,1.228778281348357065e-01,9.307384466285271996e-02,-1.718846788351025348e-02,-1.566249151301546128e-01,3.264766814002129647e-01,2.872214606804925074e-02,9.896945515411692540e-02,-5.847529177818487911e-01,-3.280073710622927741e-01,3.144041042884957449e-01,3.277497850641190036e-01,-3.402923610715553049e-01,-4.601812570754732629e-02,3.720681177231950354e-01,-3.017740514382309946e-01,-1.657542424741957898e-01,-4.658180126912056518e-01,2.775941095465430108e-01,-3.619655480844567452e-01,-4.870951511518297611e-02,3.073160432506293338e-01,9.106208430255209596e-02
-2.523749836684365810e-01,-3.700053455257238944e-01,1.325461474161755970e-01,3.222080516054660199e-02,1.928452228118243961e-01,2.700411551521422759e-01,-3.721182040726486173e-01,3.215941753093305433e-01,6.036323014688162875e-02,-1.433025892346783126e-01,-2.326466257609762223e-01,-2.769779734921511971e-01,-1.099230801298922561e-01,6.423908702251830694e-02,1.395842567404796675e-01,-1.180692515585320401e-01,3.137167268960909250e-01,-1.052852650596568101e-01,-1.098299053400845007e-02,-1.006123756153348564e-01,7.871061484949767872e-02,2.670150878126237304e-01,4.192656619689385522e-01,-8.002349914728713876e-02,-1.008488574581698979e-02,2.274604817390475653e-01,-2.813780561497450372e-01,-3.234968338882437955e-01,1.566293916515785756e-01,-8.404567825779625176e-03,-8.042510897091193975e-03,-2.039173967783258767e-01,3.152933909260540735e-01,2.173695502399051460e-01,8.956075424657414241e-02,-5.187838451404894746e-01,-3.044752856362342719e-01,3.688516903681861026e-01,3.969365165471124834e-01,-4.012479554998614750e-01,-6.543960781773545954e-02,3.718485386950474703e-01,-2.781468445951741364e-01,-2.149733576168536830e-01,-4.378677738877492231e-01,2.218852415818299284e-01,-3.210967624189972613e-01,-4.363985722419273100e-02,2.572388314930341147e-01,9.505724190701400622e-02
-2.815433288755367913e-01,-2.176957790885267890e-02,-1.070365614093274631e-01,7.652937150647185979e-03,1.024198647692348974e-01,-5.260290404842897782e-01,-1.743185946319842083e-01,-1.778645822405529320e-01,-2.271476812922791355e-01,2.448547197068067782e-01,2.728858322119964708e-01,-1.668756758626904757e-01,-2.276891776146951207e-01,3.479778867032065626e-01,3.000743904173056031e-01,2.822799184473829825e-01,3.302912804774862376e-01,-3.560779488844195151e-01,-2.654921751541947650e-01,5.570305508547418460e-02,2.319995512695013640e-01,-1.111708952294480773e-01,-9.836959358546225329e-02,-9.260804179908395384e-02,-3.679931149429816473e-01,1.329906224728844288e-01,2.263181268190395945e-01,2.273282877597393170e-01,-8.686900472903776038e-02,-3.721427235927889376e-01,-2.879219346525317968e-01,1.252478192575606220e-01,1.804425710312520387e-02,-1.394072573458178255e-01,-2.286888939097519446e-01,-3.899143230655771619e-02,-2.913823357166059891e-01,-2.693753251521376346e-01,6.900803680326209055e-02,2.701092950475443843e-01,-3.829103902525300418e-01,2.633089005853981313e-01,-4.955629518656344823e-01,4.668295573968008760e-01,-2.703193587751548388e-01,8.430601164666030878e-02,1.490651564752634439e-01,-1.235637322342152677e-01,-3.631895438196754977e-01,-3.459497649586951162e-01
2.320311249740458215e-01,1.297619943815343790e-01,2.973041873008555047e-01,-4.425510300037558964e-01,-2.046887866649718390e-01,1.103000385386526255e-01,-1.421801886544145077e-01,4.727696762750823178e-01,1.779963084166790721e-01,-3.792108911601430599e-01,4.001705616936390153e-01,-2.731828070655231699e-01,3.717134391814259642e-01,-3.617762059594382684e-01,8.875246230423781968e-02,-2.737208594334091805e-01,-4.729767073942530708e-01,-9.609930654039941511e-02,2.617546026125596170e-01,-3.650443790661941912e-01,-3.804359712420459227e-01,1.248581425656957039e-01,1.319688141446685725e-01,2.610990313499494953e-01,3.947995111656280032e-01,-2.829817951726571468e-01,-6.194833857958987472e-02,-1.524741899281817359e-01,6.793611541228200545e-02,-1.140535939209686017e-01,-2.953288061184093372e-01,-2.892006853774098385e-01,-3.153533289120722394e-01,-4.502426906207152718e-02,-3.339508461149963137e-01,1.964224514221391549e-01,3.848782853542534466e-01,4.301200598374018136e-01,-8.653958438193182223e-02,1.589257418387793053e-01,2.427651564409947504e-01,4.214563625658842572e-01,2.533583565367282242e-01,-2.417956054303524172e-01,3.457059263556803708e-01,1.144392490870558589e-02,3.330373931578208269e-01,2.272252098620909933e-01,1.248547654970031534e-02,2.032986277854522683e-01
2.979576810936002129e-01,-3.680438435156992844e-02,8.805058827258275059e-03,4.018943427385079925e-01,-1.606126573389748957e-01,2.479131685607023905e-01,2.022202882028071025e-01,5.822657859488335891e-02,4.349192025092283864e-01,4.308219669109150662e-01,2.161973617736550335e-01,3.514538306362026687e-01,1.908421714988743356e-01,-2.535235825452704650e-01,2.550645041560893611e-02,-1.636860730836171840e-01,2.622958679062823983e-01,-1.958608590638135361e-01,7.203987984530589583e-02,-1.374874094252408752e-01,2.977954457385089682e-01,-1.893795619013057818e-01,-2.092362564450543985e-02,-4.708538778259735436e-01,1.086377756778083709e-01,-2.996713927956479728e-01,-3.895552511357280867e-01,-8.023823368964529135e-02,-1.343490444328779565e-01,-8.759153719912268765e-02,4.750210898932253345e-01,-7.659052304171835857e-02,-4.339315669524856922e-02,2.507693788566501270e-01,2.991758673784275513e-01,4.211782366235382324e-02,2.549079415874857535e-01,2.398816695417597261e-02,-7.948004361586179234e-02,3.531740890659899601e-01,-1.748418308454901260e-01,-2.733096285938773629e-01,-2.364065812954050105e-01,-2.125635314835020717e-01,3.588575050520331211e-01,-2.011334961542895206e-01,4.126458093225013890e-01,-3.840572513542822586e-01,-2.495861585186164855e-01,-5.832783910078265244e-02
2.672549964682823243e-01,-1.556920221234099067e-01,3.620792554722870871e-02,3.137823720089218948e-01,-1.947878691195992773e-01,2.418009043507913236e-01,1.270049595228604777e-01,3.458428897236667104e-02,3.958443132453496882e-01,3.929171821348916294e-01,1.804888708657728102e-01,4.637839328018213414e-01,2.699762437126149717e-01,-2.934618373208184861e-01,1.085892306999918823e-02,-1.621416592781181887e-01,3.893788754444850175e-01,-1.140375359817340228e-01,6.999348797588922366e-02,-1.142284739117329084e-01,2.526833753179303366e-01,-1.710217226811722724e-01,5.985580143555887384e-02,-4.438568018506570123e-01,9.889956690364570813e-02,-3.422729897306150404e-01,-5.481043655007010740e-01,-1.784543286752392210e-01,-5.362034468797800130e-02,-1.239812142148018770e-01,4.834203812068208483e-01,-6.583542607426104420e-02,-1.388450352708292534e-02,1.937336497518480638e-01,3.446002308648301038e-01,6.684488235911691112e-02,2.385201129988579749e-01,-4.319972694357120807e-02,-8.434985720951530819e-02,4.234416741739550072e-01,-2.798055805081833824e-01,-3.527671048597573189e-01,-2.252642834467211141e-01,-2.567657280343271231e-01,4.878186287979304203e-01,-2.611979009688273345e-01,4.906786993928862750e-01,-4.590252584985214934e-01,-3.401203737490411938e-01,-8.078668696908158919e-02
1.089000108494229541e-01,1.315947355501825289e-01,3.287292812312546664e-01,-3.958059028321646022e-01,-3.137314768372400642e-01,7.194737566298953224e-02,-1.377090563394773870e-01,5.282401175746614941e-01,8.718795412819853319e-02,-3.909397338605727357e-01,3.673124775001559983e-01,-2.836676707016653198e-01,3.460613040946085572e-01,-3.308657226191866196e-01,1.015452617169992494e-01,-2.359157210894041734e-01,-5.280527088602409158e-01,6.825782954347844877e-02,2.412680323527058301e-01,-4.101214328108661600e-01,-2.870101122115424896e-01,1.519056850705834474e-02,4.568086315601791597e-02,3.038382363399902975e-01,2.852127635935128858e-01,-3.032006757933881080e-01,-8.258214269644767458e-02,-1.748486787352828697e-01,-3.895948471010362429e-02,-1.170459121196593261e-01,-3.053255769851961343e-01,-2.929890659598517466e-01,-3.786861410130734629e-01,-7.816496825994591335e-02,-4.258378125384753576e-01,2.992996893850199402e-01,4.168434874767122378e-01,4.469573013823513463e-01,-9.808225323989364086e-02,2.256017435190113274e-01,2.230842269506675135e-01,3.821592505082420099e-01,3.108856270846072078e-01,-2.664133869610113003e-01,2.966694029205240168e-01,-7.809830592447046527e-02,4.298830129755258911e-01,2.443049095994488384e-01,-1.060980031430615311e-01,1.796624069887196584e-01
1.830079567069237134e-01,4.473250342720806738e-02,2.443672024748606009e-01,-4.591961829094887149e-01,-2.858182737264692297e-01,5.699835825829620978e-02,-1.458786556313565741e-01,4.936109256050668082e-01,2.360402159389012322e-01,-4.139041496754177762e-01,4.220809858273315562e-01,-1.787688288106756007e-01,3.790321127296791270e-01,-2.335488514526448955e-01,5.086797969339911657e-02,-3.194571827722225144e-01,-4.672134482671131406e-01,-5.513843421990045207e-02,2.492441401710657756e-01,-4.392535330035219343e-01,-4.196054941960531970e-01,1.447650780029545448e-01,4.443890950423512454e-02,2.942033018822993728e-01,2.597233104509424906e-01,-2.457021757398054618e-01,-5.474967121191203628e-02,-1.650083034048840103e-01,7.702108067116895940e-02,-1.359339790075481391e-01,-2.551053864653276548e-01,-3.028357475701062285e-01,-2.392407381500757380e-01,-9.944911842022438608e-02,-3.714904235076403327e-01,2.210459433301273646e-01,4.327155495019391340e-01,4.592622271076528540e-01,-8.864375057524929991e-02,1.970353494127849159e-01,2.339381638011641396e-01,4.992179845574223895e-01,2.559518506703257756e-01,-2.392100222741211368e-01,3.596264159575501829e-01,-3.073156135997377053e-02,4.013324033899839938e-01,1.995716634162479075e-01,-1.075799712923868612e-01,2.441508875865668615e-01
-2.269968009084022409e-01,2.017366609189300553e-01,-4.411917112307931488e-01,-2.013144512128254293e-01,-3.392529576686866277e-01,-4.249624528942447244e-01,2.433842818777166017e-01,-1.561636163106689401e-01,-4.021845415708135557e-02,-5.912820510447107381e-02,-4.247304202621412367e-02,-3.132923893524448555e-01,3.616489226881162145e-01,4.078430844536326538e-01,-1.197913091009549513e-01,3.863651672373805135e-01,-1.672422890094976966e-01,-2.833529795209942526e-01,1.982873424341904944e-01,3.189034229582882740e-01,-2.682061085185171168e-01,-1.044544197329262125e-01,-4.324639444622870865e-01,-2.546118186986130461e-01,-3.307562904397076675e-01,-3.402515241490505771e-01,-1.611915507533588643e-01,4.398803396400401411e-01,-3.782540464794863500e-01,2.476591620477480993e-01,-9.632448948687562240e-02,7.335862231111608955e-02,3.179798066827573821e-01,-1.619214846932889307e-01,2.887745692339679371e-01,4.252952570150052292e-02,3.581992888451797086e-01,3.593755464217577300e-01,3.531036243935674612e-01,-2.537979534824429950e-01,-6.989097758439527519e-02,-3.994816175330625496e-01,-1.310721099269300527e-01,1.353156677750275150e-01,3.679977565201253964e-01,2.382606129901067293e-01,-3.333120843226297092e-01,-1.620436472383555981e-01,2.370181022111368385e-01,-2.583742122841624633e-01
-2.767405294482596090e-01,-4.228246675158857104e-01,1.812196942495747087e-01,2.479580671049566934e-02,1.374127612702150947e-01,1.847943356891554034e-01,-2.598955702274995394e-01,3.040238287618226010e-01,-6.046442503512346189e-02,-1.714465013022667961e-01,-2.411709631562674871e-01,-2.392822381292449285e-01,-6.069350675823097230e-02,-5.215214313741345364e-02,2.040716845833523974e-01,-1.539347907318686648e-01,3.399003573254750776e-01,-4.688649005796984709e-02,-3.475115510805762420e-02,-2.068922329222154521e-02,8.167035445461440224e-02,3.434832440768373352e-01,3.868173027865330349e-01,-1.066696490798990787e-01,-2.485203070458327779e-02,3.039457379101926371e-01,-1.197919971501936603e-01,-3.159602344701865628e-01,4.094332611911701697e-02,6.043903198757766271e-02,-3.311612672260399320e-02,-1.219763549214314402e-01,2.112771340745454585e-01,1.422551286961842021e-01,6.032903004948920317e-02,-4.664029258905804665e-01,-3.622574945526614854e-01,3.319692992167193601e-01,4.129104106690030251e-01,-4.096296278008475511e-01,-1.038693219677731261e-01,3.869592480399281498e-01,-3.000035092222738120e-01,-1.318315291345258655e-01,-3.433355809212286225e-01,1.839678332201701849e-01,-3.641433525467371868e-01,-3.426752441629726635e-03,2.678299081845090246e-01,1.151307556547408878e-01
