-0.342434,0.330885,0.712859,-0.046900,0.011565,-0.350266,-0.291794,-0.262562,-0.323302,-0.371364,-0.296860,0.114087,-0.312055,-0.174927,-0.190114,0.086171,-0.321135,2.081207,0.150905,-0.167893,0.125128,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,-0.514307,-0.155198,0.624007,-0.308355,-0.103048,-0.045247,0.045298,-0.008724
0.345359,0.051909,0.435130,-0.046900,-0.256117,0.672399,0.244743,-0.088010,-0.323302,1.086711,0.745206,0.288181,1.847391,0.451663,0.350812,-0.131825,-0.163480,0.179367,1.018370,-0.167893,0.649831,-0.118172,0.937491,0.758565,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.158129,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,-0.026007,-0.155198,0.126203,0.423783,0.008763,-0.002443,0.250563,1.228324
-0.145921,-0.165072,0.851723,-0.046900,1.364846,0.343685,0.193644,0.036670,1.974017,0.016422,1.588784,-0.106431,0.086612,-0.174927,6.571464,-0.228712,-0.186002,1.591624,-0.170169,0.459913,-0.249659,-0.118172,3.021726,-0.077428,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.013815,-0.120905,-0.172600,0.330230,-0.127343,-0.238463,-0.131527,-0.071388,-0.111546,-0.117376,0.014684,-0.155198,0.008496,0.440053,-0.079754,0.145921,2.221106,3.258733
-0.342434,-0.165072,-0.556761,-0.046900,0.472573,-0.350266,0.500237,1.308402,0.789462,0.605857,1.241428,-0.268919,0.717835,-0.174927,-0.190114,0.074061,-0.321135,-0.347876,0.855017,-0.167893,-0.416232,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,-0.007511,-0.155198,-0.161934,-0.308355,-0.103048,-0.052150,-0.062466,-0.152222
-0.342434,-0.165072,-0.556761,-0.046900,0.472573,-0.350266,0.500237,1.308402,0.789462,0.605857,1.241428,-0.268919,0.717835,-0.174927,-0.190114,0.074061,-0.321135,-0.347876,0.855017,-0.167893,-0.416232,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,-0.014910,-0.155198,-0.164387,-0.308355,-0.103048,-0.052150,-0.062466,-0.152222
-0.342434,-0.165072,-0.556761,-0.046900,2.286862,-0.350266,-0.291794,4.350584,-0.323302,-0.371364,-0.296860,-0.628713,-0.312055,-0.174927,-0.190114,-0.301378,-0.321135,-0.347876,-0.936242,-0.167893,-0.674419,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,0.310623,-0.155198,-0.329912,-0.308355,-0.103048,-0.069076,-0.190757,-0.378189
-0.342434,-0.165072,-0.556761,-0.046900,2.390960,-0.350266,-0.291794,-0.262562,-0.323302,0.621368,4.466870,0.856887,-0.312055,-0.174927,-0.190114,0.861270,-0.321135,0.254687,1.232420,-0.167893,-0.141387,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,-0.314548,-0.155198,-0.128829,-0.088714,-0.103048,-0.110966,-0.247205,-0.282524
-0.342434,-0.165072,-0.556761,-0.046900,2.331475,-0.350266,-0.291794,4.425392,-0.323302,-0.371364,-0.296860,-0.628713,-0.312055,-0.174927,-0.190114,-0.301378,-0.321135,-0.347876,-0.936242,-0.167893,-0.674419,-0.118172,-0.290209,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,0.247736,-0.155198,-0.329912,-0.308355,-0.103048,-0.086412,-0.211283,-0.386436
0.148847,-0.165072,0.355778,-0.046900,0.442830,-0.350266,0.474688,-0.262562,2.979094,0.807505,3.474427,0.439062,-0.312055,-0.174927,-0.190114,-0.301378,-0.321135,-0.065424,-0.243397,6.757593,0.991305,-0.118172,-0.290209,0.125922,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,0.094938,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,1.134565,-0.127343,-0.297776,-0.197387,-0.071388,-0.111546,-0.158453,0.488187,-0.155198,-0.107985,0.517334,-0.051802,0.143494,2.015841,1.606036
-0.145921,-0.072080,0.970750,-0.046900,-0.181761,0.818494,0.679083,-0.262562,-0.107929,-0.371364,-0.296860,0.114087,0.518501,-0.174927,0.273537,-0.301378,-0.321135,-0.121915,0.004450,-0.050179,-0.083087,-0.118172,0.252263,-0.212994,-0.328815,-0.299240,-0.227895,-0.231830,-0.166731,-0.225240,-0.160539,-0.143212,-0.174920,-0.145215,-0.198067,-0.242130,-0.323456,-0.059836,-0.180911,-0.185304,-0.120905,-0.172600,-0.205993,-0.030866,-0.297776,-0.197387,-0.071388,-0.111546,0.005855,-0.403329,-0.155198,-0.030740,0.021107,-0.103048,-0.109138,-0.047071,0.768142
