0.273710,-0.235675,0.272735,-0.240527,0.275261,-0.240782,0.272853,-0.238476,0.253183,-0.266617,0.210724,-0.296035,0.145650,-0.322801,0.056918,-0.323538,-0.049248,-0.272465,-0.137843,-0.180492,-0.212302,-0.072516,-0.267774,0.099546,-0.266962,0.246144,-0.260635,0.395470,-0.258432,0.387263,-0.251188,0.290242,-0.247617,0.146773,-0.213758,0.008940,-0.151087,-0.108067,-0.068209,-0.185948,0.047594,-0.250239,0.147069,-0.284857,0.220361,-0.283232,0.276778,-0.250811,0.307149,-0.190923,0.312594,-0.176030,0.290516,-0.222540,0.230782,-0.273159,0.139575,-0.299498,0.037547,-0.279279,-0.076806,-0.214437,-0.176183,-0.112823,-0.247063,0.028046,-0.268209,0.170722,-0.240333,0.299560,-0.211789,0.444283,-0.194998,0.496394,-0.197205,0.390149,-0.207319,0.289894,-0.199117,0.186059,-0.162536,0.051782,-0.097449,-0.056278,-0.015160,-0.130728,0.070364,-0.175185,0.146776,-0.193530
0.133477,-0.383003,0.135429,-0.381144,0.135990,-0.382283,0.137531,-0.379977,0.137977,-0.384079,0.124674,-0.390979,0.101362,-0.396049,0.063891,-0.397254,0.004745,-0.391042,-0.069126,-0.362607,-0.152631,-0.323329,-0.216852,-0.257837,-0.260499,-0.118654,-0.311589,-0.018616,-0.348952,0.105575,-0.373184,0.212868,-0.414279,0.314515,-0.451965,0.370144,-0.468915,0.345255,-0.470875,0.250540,-0.437892,0.125584,-0.356714,-0.023108,-0.278410,-0.159067,-0.189248,-0.257181,-0.091899,-0.292614,0.002253,-0.318105,0.094621,-0.387062,0.176115,-0.348622,0.230692,-0.305729,0.277544,-0.263852,0.291623,-0.257517,0.277285,-0.261517,0.237719,-0.286563,0.182620,-0.313867,0.095321,-0.340213,-0.000418,-0.358182,-0.081514,-0.301803,-0.153271,-0.188378,-0.217800,-0.093705,-0.274914,0.009766,-0.323482,0.131530,-0.339483,0.217809,-0.332879,0.262861,-0.327656,0.264491,-0.322095,0.260298
0.184049,-0.433164,0.185768,-0.431148,0.186214,-0.432602,0.187986,-0.430295,0.190964,-0.428527,0.187471,-0.422614,0.145650,-0.424721,0.054597,-0.416486,-0.049248,-0.375023,-0.123619,-0.279534,-0.186045,-0.180009,-0.242307,-0.018482,-0.251875,0.131355,-0.258506,0.260261,-0.260593,0.319664,-0.264254,0.340834,-0.263821,0.272583,-0.243534,0.082525,-0.164006,-0.101400,-0.057538,-0.212009,0.073975,-0.282907,0.189887,-0.308342,0.279038,-0.320140,0.352019,-0.298579,0.376041,-0.258725,0.349378,-0.260730,0.285971,-0.335445,0.180672,-0.345484,0.046174,-0.349346,-0.061279,-0.270025,-0.139006,-0.162132,-0.204822,-0.028275,-0.235355,0.106692,-0.261018,0.198736,-0.256537,0.264975,-0.248155,0.305390,-0.222841,0.246394,-0.190932,0.099580,-0.129758,-0.022276,-0.049644,-0.136143,0.037029,-0.224287,0.121238,-0.273151,0.192578,-0.267759,0.250568,-0.228809,0.290741,-0.211995
-0.002155,-0.314045,-0.004161,-0.312401,-0.005560,-0.313109,-0.006968,-0.310802,-0.004889,-0.307897,-0.010204,-0.318182,-0.038505,-0.345103,-0.096571,-0.358790,-0.178352,-0.330148,-0.265806,-0.266753,-0.341183,-0.173494,-0.399716,-0.084060,-0.426441,0.059921,-0.434736,0.215187,-0.441627,0.311207,-0.447262,0.320006,-0.481413,0.259679,-0.499112,0.139378,-0.481847,0.008586,-0.444212,-0.111031,-0.366645,-0.204484,-0.260998,-0.298266,-0.141500,-0.373836,-0.029054,-0.390936,0.067253,-0.334997,0.128686,-0.288054,0.160677,-0.319322,0.160169,-0.320325,0.130460,-0.343115,0.065781,-0.353359,-0.033739,-0.346748,-0.147544,-0.287752,-0.240028,-0.210720,-0.313772,-0.129003,-0.346808,-0.066434,-0.370872,0.006004,-0.368453,0.104823,-0.375030,0.157164,-0.377138,0.152329,-0.354913,0.097912,-0.312753,0.021105,-0.246061,-0.059297,-0.163837,-0.148222,-0.082105,-0.212722,-0.001082,-0.251571
0.124278,-0.232533,0.123989,-0.228026,0.126854,-0.228203,0.128353,-0.229034,0.131056,-0.231700,0.120021,-0.242240,0.075717,-0.243184,0.012732,-0.192126,-0.053945,-0.092979,-0.076232,0.011203,-0.071490,0.155500,-0.045548,0.299541,0.045535,0.547166,-0.020719,0.370122,-0.051542,0.246419,-0.048568,0.117622,-0.032331,-0.020969,0.017021,-0.168310,0.089217,-0.294733,0.198452,-0.365094,0.329923,-0.348271,0.426666,-0.244586,0.462415,-0.102022,0.451528,-0.056548,0.428294,-0.094882,0.397655,-0.167839,0.370245,-0.283842,0.315069,-0.361202,0.221577,-0.383609,0.115194,-0.334839,0.026074,-0.248279,-0.032977,-0.139071,-0.064393,-0.053415,-0.073969,0.027860,-0.078292,0.146828,-0.054974,0.333163,-0.036545,0.445191,0.026642,0.555078,0.023283,0.551802,-0.015969,0.441373,-0.025199,0.383070,-0.050732,0.223834,-0.039599,0.096685,-0.012796,-0.025052,0.039765,-0.138122
0.317387,-0.267012,0.320779,-0.240527,0.311794,-0.231341,0.316430,-0.238476,0.320000,-0.180903,0.289789,-0.055536,0.213246,0.056176,0.108077,0.147614,0.009430,0.201899,-0.069126,0.190116,-0.116835,0.142470,-0.121937,0.063485,-0.101008,-0.029367,-0.078039,-0.122843,-0.053692,-0.195826,-0.037676,-0.224634,-0.043916,-0.185478,-0.042531,-0.094725,-0.008973,-0.004734,0.051790,0.061614,0.147855,0.092902,0.255378,0.084268,0.349939,0.038915,0.412691,-0.050178,0.430664,-0.157022,0.416041,-0.249800,0.415810,-0.361254,0.424404,-0.304594,0.424313,-0.184231,0.411671,-0.066319,0.349037,0.016329,0.248647,0.079586,0.125311,0.126363,0.005167,0.131504,-0.069030,0.060366,-0.089060,-0.058809,-0.070808,-0.166257,-0.044484,-0.193614,-0.035408,-0.154550,-0.028594,-0.060142,0.004845,0.048708,0.076651,0.118422,0.166097,0.143323,0.262454,0.119720,0.347158,0.070320
0.177155,0.168729,0.174328,0.168861,0.170232,0.183746,0.174231,0.176625,0.181756,0.149253,0.185139,0.153328,0.168957,0.062546,0.124356,-0.009441,0.079855,-0.032071,0.013814,-0.007968,-0.078646,0.015432,-0.175181,0.050369,-0.202303,0.149208,-0.267002,0.277163,-0.308004,0.367549,-0.318725,0.400363,-0.324007,0.366132,-0.320456,0.216300,-0.254447,0.131921,-0.212211,0.064864,-0.084329,-0.008406,0.053865,-0.033168,0.144568,-0.081886,0.220950,-0.040617,0.271524,0.046361,0.303407,0.102655,0.322408,0.148424,0.312784,0.116777,0.269414,0.046302,0.199896,-0.078665,0.109795,-0.054438,0.007593,-0.022444,-0.118249,0.011191,-0.198669,0.081079,-0.238011,0.109355,-0.268600,0.243670,-0.280652,0.330724,-0.285074,0.308997,-0.278604,0.292545,-0.260177,0.259000,-0.205460,0.180613,-0.146273,0.139502,-0.082370,0.073359,0.001066,0.025885,0.067003,0.022835
0.248418,0.065279,0.247560,0.065734,0.252433,0.057964,0.226986,-0.018346,0.172536,-0.142819,0.099100,-0.197932,-0.012860,-0.138086,-0.140757,-0.060713,-0.197138,0.025612,-0.244477,0.129415,-0.250491,0.311850,-0.237675,0.355276,-0.213078,0.271656,-0.205434,0.172936,-0.163611,0.080227,-0.131355,0.022390,-0.064739,-0.027421,0.041832,-0.061292,0.148652,-0.064738,0.217119,-0.088235,0.266587,-0.014942,0.288131,0.027224,0.281491,0.183216,0.293769,0.169564,0.283399,0.091563,0.259730,-0.031229,0.222188,-0.064483,0.162442,-0.106488,0.089454,-0.106350,-0.000103,-0.115692,-0.093553,-0.079056,-0.178565,-0.022444,-0.207253,0.047705,-0.241826,0.114695,-0.249584,0.241919,-0.234513,0.379470,-0.227125,0.318688,-0.211850,0.154552,-0.173773,0.088832,-0.129654,0.049276,-0.033786,-0.021843,0.063907,-0.020144,0.133518,0.015045,0.177297,0.004435,0.220705,0.080875
0.250712,0.106028,0.247560,0.106355,0.245575,0.086275,0.229275,-0.062375,0.179445,-0.196784,0.110727,-0.216921,0.010447,-0.233636,-0.101224,-0.185715,-0.180706,-0.118608,-0.223148,-0.043108,-0.236166,0.034977,-0.239997,0.092988,-0.236788,0.126252,-0.222415,0.282798,-0.228259,0.271779,-0.218501,0.111669,-0.182800,0.024196,-0.097131,-0.071319,0.019456,-0.121402,0.121123,-0.098001,0.195354,-0.086843,0.240272,-0.080152,0.298606,0.002006,0.366575,0.061289,0.402161,0.108513,0.393056,0.091725,0.356584,0.038752,0.283177,-0.075039,0.185128,-0.149967,0.086960,-0.115692,-0.016993,-0.122122,-0.121287,-0.080757,-0.197881,0.002757,-0.251422,0.061476,-0.316722,0.118008,-0.368604,0.243670,-0.362021,0.285547,-0.339467,0.238317,-0.272307,0.107357,-0.180178,0.061435,-0.115329,-0.006498,-0.025256,-0.041223,0.074447,-0.028684,0.145621,-0.000927,0.189574,0.022835
0.211634,0.040198,0.210944,0.046982,0.213622,0.039094,0.201753,0.006813,0.177146,-0.104720,0.117700,-0.150467,0.045420,-0.115798,-0.052386,-0.105588,-0.152538,-0.060926,-0.199454,0.030373,-0.252873,0.074068,-0.283978,0.240534,-0.284199,0.235939,-0.271250,0.265895,-0.260593,0.206991,-0.211969,0.114652,-0.166596,0.008059,-0.054937,-0.054603,0.042701,-0.041410,0.142464,-0.039364,0.208545,-0.050885,0.260418,0.060784,0.288822,0.149656,0.296190,0.169564,0.285781,0.142414,0.259730,0.080795,0.213072,-0.041893,0.137393,-0.097060,0.023398,-0.115690,-0.108332,-0.094092,-0.229914,-0.066747,-0.321770,0.018363,-0.354786,0.157258,-0.395314,0.274366,-0.393111,0.357202,-0.379966,0.379470,-0.334189,0.309645,-0.291347,0.149316,-0.232475,0.046512,-0.131755,-0.020632,-0.018764,-0.021843,0.083018,-0.017125,0.141657,-0.014112,0.179283,0.020522,0.224597,0.086153
